Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
0,11.0,3,14,3,11,12.0,12.67,9.14,12.67,22,123,12,33,74,6,17,31,S,1,64.0,M,U,33958.0
0,11.0,2,4,1,2,25.0,23.5,19.25,11.0,18,41,14,34,35,6,15,14,A,0,56.0,F,H,36109.0
0,11.0,3,4,3,3,8.0,9.33,8.5,9.33,23,28,12,26,26,6,13,11,A,0,60.0,F,U,36109.0
0,11.0,7,9,5,5,8.0,7.0,5.68,7.2,16,128,12,33,80,5,16,32,S,1,82.0,M,U,31976.0
1,11.0,6,26,5,16,7.0,6.67,6.46,6.4,20,127,15,34,94,5,15,33,S,1,87.0,F,U,44284.5
0,11.0,3,24,1,14,10.0,10.0,11.63,10.0,19,130,13,32,78,6,14,30,S,1,65.0,M,H,50759.0
0,11.0,4,4,3,3,25.0,13.75,13.75,16.67,21,32,11,25,26,4,10,9,S,1,47.0,M,H,34017.0
0,11.0,3,5,1,3,15.0,15.0,13.0,10.0,18,44,13,35,38,6,17,17,A,1,51.0,M,U,32500.0
1,11.0,1,17,1,8,25.0,25.0,12.0,11.0,24,112,12,32,76,6,15,29,S,1,87.0,M,U,44284.5
1,11.0,4,5,2,3,15.0,9.75,8.4,9.5,15,44,15,35,37,6,15,15,A,0,60.0,F,U,44284.5
0,11.0,3,24,1,15,5.0,5.11,5.08,5.14,15,76,8,29,55,4,15,22,S,1,80.0,F,H,46464.0
0,11.0,1,17,0,10,10.0,10.0,5.88,11.67,15,130,9,24,63,5,2,26,E,1,49.0,M,H,60405.0
0,11.0,6,26,5,11,10.0,15.5,10.12,16.2,23,74,12,38,66,6,17,23,S,1,60.0,F,U,60405.0
1,11.0,3,10,1,2,10.0,13.0,10.8,10.0,17,87,13,35,54,6,17,21,A,1,65.0,F,H,60084.0
1,11.0,4,12,3,9,13.0,14.0,10.83,13.67,23,88,11,32,61,5,15,23,A,1,73.0,M,H,30633.0
0,11.0,1,4,1,3,20.0,20.0,14.0,20.0,24,64,11,31,47,6,15,18,A,0,77.0,M,U,30633.0
0,11.0,5,6,4,5,14.0,11.2,10.17,11.25,16,41,13,31,34,6,15,14,A,1,55.0,F,H,35250.0
0,11.0,2,12,0,9,15.0,15.0,8.42,11.67,19,127,11,31,68,4,4,29,A,1,64.0,U,U,45669.0
0,11.0,0,4,0,1,25.0,0.0,20.0,11.67,18,41,13,29,37,6,6,15,A,0,55.0,M,H,45669.0
1,11.0,3,12,1,8,12.0,11.33,6.75,12.0,16,126,14,33,62,6,14,28,S,1,50.0,F,H,49432.0
1,11.0,1,6,0,2,16.0,16.0,12.33,11.67,18,77,11,26,48,4,4,16,A,1,7.0,F,H,40824.0
0,11.0,3,12,0,3,20.0,18.67,12.42,11.67,20,67,13,35,58,6,6,23,A,1,46.0,F,U,44287.0
0,11.0,6,29,4,19,5.0,3.67,2.76,4.0,16,123,14,31,72,6,14,30,S,1,7.0,M,H,41924.0
1,11.0,3,10,5,6,4.0,3.88,3.7,3.4,15,41,12,32,34,6,16,15,A,1,41.0,F,H,40588.0
1,11.0,6,16,5,11,5.0,5.33,4.94,5.0,17,105,13,32,57,6,17,26,S,1,86.0,M,U,33079.0
1,11.0,5,14,1,2,9.0,9.0,6.86,9.0,16,68,14,35,54,6,16,22,A,1,73.0,M,H,33079.0
0,11.0,3,9,6,15,5.0,5.25,4.23,5.33,17,121,13,31,75,6,17,33,S,1,47.0,F,H,48691.0
0,11.0,3,17,3,13,10.0,9.33,6.65,9.33,17,128,12,32,70,5,14,29,A,1,71.0,F,H,48691.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,12,29,7,5,4,4,E,0,60.0,U,U,44284.5
1,11.0,5,9,4,5,7.0,7.8,6.11,7.25,18,89,14,34,47,6,15,19,A,0,78.0,F,H,36635.0
1,11.0,1,14,0,9,16.0,16.0,6.57,11.67,18,130,11,29,64,4,4,27,A,1,79.0,M,H,41098.0
1,11.0,3,5,3,4,20.0,16.67,13.0,16.67,16,44,14,31,36,6,14,14,A,0,40.0,M,H,35658.0
0,11.0,4,18,2,6,10.0,9.75,6.78,10.0,19,67,15,36,76,6,16,28,S,1,78.0,F,H,41000.0
0,11.0,6,19,3,9,20.0,20.0,15.05,20.0,19,125,10,27,53,4,13,21,S,1,81.0,F,H,53526.0
1,11.0,2,11,2,7,10.0,10.0,14.09,10.0,15,57,14,36,53,6,17,22,S,1,51.0,F,H,47582.0
0,11.0,4,4,3,3,10.0,10.5,10.5,10.67,15,30,13,26,24,6,13,11,A,1,79.0,F,H,55769.0
0,11.0,2,18,2,12,10.0,10.0,5.83,10.0,21,113,11,29,68,4,12,24,A,1,58.0,F,H,72649.0
0,11.0,1,16,1,6,5.0,5.0,6.31,5.0,18,105,12,29,81,5,14,20,A,1,60.0,M,U,44284.5
0,11.0,1,3,1,2,15.0,15.0,15.67,15.0,24,44,11,30,35,5,13,14,A,0,37.0,F,U,63701.0
1,11.0,1,2,0,1,16.0,16.0,13.0,11.67,23,40,10,28,31,4,4,11,A,0,39.0,M,U,63701.0
1,11.0,3,5,2,3,25.0,26.67,25.0,11.0,18,66,15,29,43,6,13,16,A,1,26.0,M,U,44284.5
1,11.0,5,19,3,9,25.0,16.6,12.26,17.67,18,111,12,29,103,5,22,42,A,1,62.0,F,H,44779.0
1,11.0,5,11,1,2,11.0,11.2,10.18,12.0,18,41,13,34,38,6,17,16,A,1,80.0,F,U,66942.0
0,11.0,3,15,2,10,20.0,20.0,11.27,20.0,24,111,11,33,75,6,17,29,A,1,85.0,M,U,66222.0
0,11.0,3,9,1,3,17.0,15.67,16.89,17.0,25,89,9,28,55,4,13,22,A,0,66.0,F,H,41985.0
0,11.0,3,9,1,17,5.0,9.5,9.74,9.14,23,101,8,28,66,4,15,27,S,1,75.0,F,H,60859.0
0,11.0,5,11,2,4,8.0,8.0,6.82,8.0,15,88,14,34,54,6,15,21,A,1,81.0,M,H,70851.0
0,11.0,1,2,0,1,20.0,20.0,15.0,11.67,26,39,9,28,28,4,4,12,A,0,45.0,F,H,70851.0
0,11.0,2,2,1,1,14.0,13.0,10.0,11.0,17,26,13,26,22,6,12,10,N,0,57.0,M,H,47340.0
1,11.0,2,7,0,2,20.0,16.0,8.43,11.67,23,88,12,31,51,6,6,20,A,0,40.0,M,H,47340.0
0,11.0,1,22,1,8,20.0,20.0,15.32,20.0,16,119,12,29,49,6,14,29,A,1,71.0,F,H,47021.0
1,11.0,2,12,2,7,15.0,13.5,12.17,13.5,17,89,13,31,62,6,15,23,S,1,82.0,M,H,47021.0
0,11.0,2,9,2,8,28.0,25.5,15.33,11.0,17,89,14,32,64,6,15,23,A,1,60.0,F,U,44284.5
1,11.0,3,25,5,15,3.0,3.13,3.08,3.4,18,110,11,30,68,6,16,31,S,1,59.0,F,H,45436.0
0,11.0,3,7,2,4,12.0,10.67,8.71,11.0,15,68,8,18,39,4,10,16,A,0,59.0,F,H,45436.0
1,11.0,6,16,4,8,7.0,7.5,7.31,7.5,21,92,11,30,58,5,15,25,S,1,61.0,M,H,60554.0
1,11.0,3,11,5,6,4.0,4.33,4.64,4.2,15,41,13,31,34,6,16,15,S,1,46.0,F,U,44284.5
0,11.0,1,2,0,0,10.0,15.0,12.5,11.67,19,20,13,20,19,6,6,7,N,0,82.0,F,U,47471.0
0,11.0,5,22,3,12,3.0,4.0,4.7,4.0,15,126,11,23,61,4,10,27,S,1,55.0,F,H,43333.0
1,11.0,4,19,2,10,10.0,10.0,6.37,10.0,15,130,14,32,89,6,13,29,A,1,37.0,M,H,44004.0
1,11.0,1,16,0,10,26.0,26.0,13.25,11.67,18,126,12,29,97,5,5,31,A,1,82.0,F,H,41397.0
1,11.0,4,22,2,12,12.0,10.5,8.0,10.0,18,105,12,32,72,6,16,28,S,1,60.0,M,H,52363.0
1,11.0,3,6,1,1,10.0,9.33,9.0,8.0,18,28,14,28,30,6,13,11,A,1,23.0,F,U,52363.0
1,11.0,1,4,0,2,19.0,19.0,16.5,11.67,26,77,9,26,48,4,4,18,A,0,42.0,M,U,41448.0
0,11.0,1,5,0,3,20.0,20.0,8.0,11.67,24,73,11,29,42,6,6,16,A,0,39.0,U,U,44284.5
1,11.0,7,11,4,7,9.0,7.29,6.0,7.0,18,74,12,30,49,6,15,20,A,1,53.0,M,H,41448.0
0,11.0,1,15,0,6,12.0,12.0,8.6,11.67,19,130,10,25,67,4,4,26,A,1,76.0,M,H,41448.0
1,11.0,1,2,0,0,25.0,25.0,17.5,11.67,17,38,14,30,28,7,7,13,A,1,60.0,F,U,43628.0
0,11.0,5,10,3,5,25.0,14.6,12.8,13.67,18,57,13,34,50,6,17,21,S,1,86.0,M,H,42145.0
0,11.0,3,8,2,6,15.0,18.33,15.38,20.0,18,103,13,30,61,6,14,25,S,1,60.0,M,U,44284.5
1,11.0,5,23,4,16,10.0,6.8,5.74,6.75,17,129,9,22,61,4,11,26,S,1,83.0,M,U,44284.5
1,11.0,6,19,4,10,5.0,5.83,5.95,5.0,22,124,11,31,61,6,17,28,S,1,51.0,F,H,41031.0
1,11.0,4,8,2,5,34.0,28.0,10.0,11.0,15,55,15,37,47,6,17,20,A,1,41.0,M,U,54375.0
1,11.0,2,5,1,3,17.0,16.0,10.6,17.0,16,76,12,31,50,5,13,19,A,0,42.0,M,H,51918.0
1,11.0,7,15,3,6,7.0,6.0,5.33,6.67,18,62,12,29,66,5,21,27,A,0,60.0,M,U,44284.5
1,11.0,2,8,1,6,20.0,19.0,13.0,18.0,26,104,14,32,65,5,13,26,A,1,69.0,M,H,51918.0
0,11.0,3,9,2,5,15.0,15.0,10.44,15.0,25,91,11,32,54,6,16,23,A,1,59.0,M,H,46649.0
0,11.0,2,6,0,2,20.0,20.0,14.33,11.67,19,90,13,30,53,6,6,22,A,0,73.0,F,H,46649.0
1,11.0,1,7,0,3,16.0,16.0,12.0,11.67,26,109,12,30,62,4,4,26,A,0,72.0,M,U,63917.0
1,11.0,2,8,2,6,25.0,24.5,17.0,11.0,17,105,14,32,68,6,15,25,A,0,86.0,M,U,61719.0
0,11.0,1,3,0,1,20.0,20.0,11.0,11.67,18,53,12,27,32,6,6,13,A,0,61.0,F,U,46005.0
0,11.0,4,5,2,2,25.0,23.75,24.0,22.5,18,29,13,27,25,6,13,11,A,1,31.0,F,U,48034.0
0,11.0,3,21,3,12,11.0,7.33,4.48,7.33,25,81,10,30,62,5,15,24,A,1,54.0,F,H,48034.0
1,11.0,3,21,1,10,5.0,5.0,4.9,5.0,18,130,10,28,72,4,11,29,S,1,78.0,M,H,46170.0
0,11.0,5,23,3,11,10.0,10.8,8.35,10.0,18,101,13,34,69,6,17,28,S,1,51.0,F,U,44284.5
1,11.0,4,12,1,6,7.0,7.5,6.17,9.0,15,93,12,28,59,5,12,23,S,1,60.0,F,U,44284.5
0,11.0,1,4,0,3,20.0,20.0,14.0,11.67,24,92,9,19,37,4,4,13,A,0,46.0,F,H,46170.0
0,11.0,2,3,2,2,10.0,7.5,11.67,7.5,21,33,11,25,29,5,12,10,A,0,49.0,M,H,30768.0
1,11.0,4,7,2,4,15.0,14.5,12.14,14.5,24,65,11,33,46,6,17,19,A,1,74.0,M,U,64775.0
1,11.0,3,5,3,3,14.0,13.0,12.2,13.0,15,28,12,40,40,7,14,12,A,0,60.0,F,U,44284.5
0,11.0,3,3,3,3,10.0,6.67,6.67,6.67,16,24,14,25,24,6,11,9,N,1,50.0,F,H,44677.0
1,11.0,5,25,3,12,15.0,14.8,13.68,15.0,18,68,14,34,59,6,17,23,S,1,43.0,M,U,44677.0
0,11.0,2,2,0,0,15.0,12.5,12.5,11.67,17,32,10,25,23,4,4,9,A,0,84.0,F,U,46283.0
1,11.0,3,12,6,6,10.0,8.67,8.08,9.17,17,32,13,29,31,6,15,13,S,1,37.0,M,H,58194.0
0,11.0,2,7,1,5,15.0,14.0,11.29,13.0,18,81,13,32,54,6,15,21,A,0,71.0,M,H,55545.0
1,11.0,5,17,4,12,10.0,10.4,8.29,10.5,19,112,13,35,76,6,17,30,S,1,59.0,F,H,46774.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,8,29,14,5,6,5,N,0,31.0,F,H,50954.0
1,11.0,6,27,5,16,10.0,8.83,9.07,9.6,18,128,12,29,49,5,24,44,S,1,80.0,M,U,44284.5
1,11.0,2,2,1,1,16.0,13.0,13.0,10.0,15,23,11,18,16,5,8,7,N,0,39.0,F,H,53083.0
0,11.0,6,14,6,13,9.0,7.83,7.07,7.83,21,81,11,29,56,5,15,23,S,1,57.0,M,H,63093.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,F,0,46.0,F,H,63093.0
1,11.0,2,8,0,5,15.0,14.0,9.38,11.67,15,112,11,29,58,4,4,23,A,0,74.0,F,H,63093.0
0,11.0,4,4,3,3,12.0,7.5,7.5,6.0,16,33,11,25,25,5,11,10,A,0,33.0,F,H,47579.0
1,11.0,3,9,1,5,5.0,5.44,5.33,5.38,17,130,13,30,79,6,17,33,S,1,57.0,M,H,47579.0
1,11.0,3,10,1,5,16.0,14.0,12.1,12.0,18,57,12,29,25,5,6,10,E,0,14.0,M,U,44284.5
1,11.0,2,8,2,6,21.0,23.0,19.25,23.0,25,91,11,32,63,6,16,25,A,1,77.0,F,H,57088.0
1,11.0,4,6,3,4,6.0,10.5,8.33,9.33,16,41,12,28,30,6,14,13,A,0,60.0,M,U,44284.5
0,11.0,2,2,1,1,20.0,15.0,15.0,20.0,22,32,10,24,23,4,10,9,A,0,39.0,F,H,49436.0
1,11.0,1,4,1,1,15.0,15.0,10.5,15.0,21,54,11,28,36,5,12,14,A,0,50.0,M,H,46333.0
1,11.0,2,6,2,2,14.0,17.5,10.0,17.5,18,29,12,43,42,5,16,14,A,0,67.0,F,H,52330.0
1,11.0,3,14,2,11,20.0,20.0,14.57,20.0,25,130,13,35,74,6,17,31,S,1,60.0,M,U,44845.0
1,11.0,1,19,1,13,10.0,10.0,8.89,10.0,23,129,12,29,56,5,7,22,A,1,16.0,F,H,44845.0
0,11.0,3,6,3,4,12.0,10.67,8.5,10.67,20,53,12,27,37,6,12,13,A,1,57.0,F,U,44845.0
0,11.0,1,8,0,2,14.0,14.0,9.5,11.67,18,65,14,34,54,6,6,19,A,0,37.0,F,U,44845.0
1,11.0,2,18,1,10,10.0,7.5,6.72,5.0,18,122,12,30,72,5,13,30,A,1,81.0,M,H,48542.0
1,11.0,4,4,2,2,10.0,8.75,8.75,7.5,18,35,12,28,25,6,13,11,A,0,80.0,M,H,54146.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,19,19,10,29,13,4,6,5,F,0,57.0,F,U,54146.0
1,11.0,5,7,4,6,12.0,9.6,8.57,9.5,21,44,12,31,36,6,15,15,A,1,32.0,M,H,54146.0
0,11.0,3,7,0,2,15.0,15.0,11.0,11.67,18,56,13,35,48,6,6,20,S,1,74.0,M,H,47305.0
0,11.0,3,15,1,9,15.0,13.33,15.13,14.0,18,124,13,35,73,6,17,29,A,1,41.0,M,U,44284.5
0,11.0,3,9,2,11,10.0,7.33,3.95,6.0,18,164,14,30,82,6,14,31,A,1,81.0,M,U,49054.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,20,20,8,29,13,5,3,4,F,0,62.0,M,H,57266.0
1,11.0,3,11,2,5,4.0,8.67,5.45,9.5,15,69,15,33,53,6,13,18,S,1,60.0,M,U,42784.0
1,11.0,5,6,4,4,9.0,7.8,7.33,8.0,16,34,13,29,28,6,14,12,A,1,33.0,F,H,46404.0
0,11.0,3,3,2,2,17.0,14.67,14.67,13.5,16,23,13,24,22,5,10,9,N,1,68.0,F,H,46404.0
0,11.0,4,5,3,3,9.0,8.5,8.0,8.33,18,28,13,25,24,6,12,10,A,1,60.0,F,U,44284.5
1,11.0,1,5,1,3,21.0,21.0,11.0,21.0,24,75,11,30,49,6,14,18,A,0,86.0,F,H,56500.0
1,11.0,3,7,1,3,15.0,12.33,9.57,11.0,18,103,15,34,59,6,15,23,A,0,48.0,M,H,61870.0
0,11.0,4,15,3,9,25.0,21.25,14.47,21.67,20,85,15,36,67,6,17,25,A,1,48.0,M,H,61870.0
0,11.0,6,18,5,13,12.0,10.67,11.39,10.4,16,128,14,36,74,6,17,34,S,1,78.0,M,H,91481.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,F,0,60.0,F,U,44284.5
0,11.0,2,8,0,3,21.0,20.0,14.63,11.67,18,103,13,34,68,6,6,30,A,0,69.0,F,H,66796.0
0,11.0,1,3,0,2,15.0,15.0,10.33,11.67,26,57,9,27,35,4,4,14,A,0,66.0,M,H,66796.0
1,11.0,6,27,5,5,5.0,3.67,3.52,3.8,24,129,14,34,82,7,18,34,S,1,80.0,F,U,66796.0
1,11.0,2,19,1,14,30.0,27.5,13.11,11.0,19,129,13,35,81,6,17,34,A,1,85.0,F,U,43514.0
1,11.0,7,17,5,10,10.0,7.71,5.76,7.4,15,66,13,35,53,6,17,22,S,1,77.0,F,U,43514.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,12,17,15,5,7,6,N,0,36.0,M,H,65800.0
0,11.0,1,13,1,8,20.0,20.0,15.38,20.0,24,87,11,31,63,6,15,24,A,1,54.0,F,H,67748.0
1,11.0,5,7,4,4,10.0,15.0,16.43,17.5,17,44,13,35,42,6,17,17,A,1,69.0,M,H,67748.0
1,11.0,3,27,1,16,27.0,24.33,9.59,22.0,15,128,14,32,77,6,14,31,S,1,36.0,M,H,46678.0
0,11.0,4,6,4,6,15.0,12.75,11.17,12.75,16,44,13,30,37,5,14,15,S,1,65.0,M,H,57239.0
1,11.0,6,14,3,7,11.0,10.33,8.21,10.0,15,62,14,36,54,6,17,22,S,1,45.0,F,H,69515.0
1,11.0,4,6,3,5,9.0,9.25,8.83,9.67,16,53,12,20,33,4,11,14,A,1,50.0,M,H,43836.0
1,11.0,1,3,0,1,15.0,15.0,11.67,11.67,20,61,10,22,29,4,4,11,A,0,51.0,M,U,44284.5
1,11.0,4,12,3,9,10.0,11.5,8.42,12.0,20,116,14,33,70,6,16,29,A,1,82.0,U,U,44284.5
0,11.0,3,8,2,3,25.0,20.0,17.5,20.0,18,51,12,29,55,5,17,20,A,0,57.0,F,U,51973.0
0,11.0,2,2,2,2,20.0,12.5,12.5,12.5,19,33,10,23,24,4,9,8,A,0,60.0,F,U,44284.5
0,11.0,2,5,1,3,25.0,27.5,10.0,11.0,26,57,11,33,47,5,16,20,A,0,60.0,M,U,44284.5
1,11.0,3,23,1,13,15.0,12.67,7.91,12.0,19,128,13,34,81,6,16,33,S,1,60.0,F,U,44284.5
1,11.0,4,9,2,4,25.0,25.0,22.22,11.0,19,96,14,36,68,6,17,26,A,1,74.0,F,U,60591.0
1,11.0,1,15,0,7,10.0,10.0,11.0,11.67,25,128,10,28,71,5,5,28,A,1,60.0,M,U,44284.5
1,11.0,2,5,1,2,20.0,18.0,14.4,20.0,17,69,13,31,47,6,13,16,A,0,33.0,M,H,61206.0
1,11.0,2,5,2,3,6.0,8.5,6.2,8.5,17,53,12,29,20,5,5,8,E,0,60.0,M,U,44284.5
1,11.0,1,3,0,1,10.0,20.0,11.67,11.67,18,45,12,32,35,5,5,11,A,0,79.0,F,U,65393.0
1,11.0,1,8,1,6,25.0,25.0,12.88,11.0,18,128,13,29,71,6,14,30,A,0,74.0,F,H,65393.0
1,11.0,2,6,2,4,25.0,25.0,20.83,11.0,17,68,13,34,58,6,17,24,A,0,75.0,M,H,63092.0
1,11.0,3,21,0,11,11.0,10.33,5.38,11.67,16,125,14,32,75,5,5,30,S,1,79.0,M,H,63092.0
0,11.0,5,10,2,2,6.0,5.2,4.7,5.0,16,56,12,31,42,6,15,17,A,0,87.0,F,U,42790.0
0,11.0,2,2,0,0,15.0,12.5,12.5,11.67,26,32,9,24,23,4,4,9,A,0,60.0,M,H,42790.0
1,11.0,1,24,0,12,10.0,10.0,5.13,11.67,19,126,11,24,70,4,4,25,A,1,78.0,U,U,44284.5
1,11.0,3,30,6,15,20.0,6.75,5.2,5.5,18,122,12,39,79,7,18,32,S,1,65.0,F,U,44284.5
0,11.0,6,11,3,6,12.0,11.0,8.45,13.0,21,76,14,31,52,6,14,20,A,1,85.0,F,H,36221.0
0,11.0,3,4,3,4,20.0,20.0,17.5,20.0,17,41,12,32,35,6,15,14,A,0,17.0,F,H,36221.0
0,11.0,3,19,1,12,10.0,8.67,6.79,8.0,19,129,11,29,65,4,11,29,A,1,71.0,F,H,36362.0
0,11.0,3,15,0,10,10.0,11.67,11.2,11.67,25,93,12,34,68,6,6,27,S,1,30.0,F,U,56224.0
1,11.0,1,7,0,5,20.0,20.0,13.86,11.67,19,75,14,28,52,6,6,19,A,1,58.0,F,H,41395.0
1,11.0,5,10,3,6,7.0,6.4,5.1,6.33,19,44,12,34,38,6,17,17,A,1,64.0,M,H,48679.0
0,11.0,5,22,3,10,10.0,10.0,9.77,10.0,18,80,12,40,69,5,19,27,S,1,82.0,F,U,57260.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,29,13,4,6,5,F,0,60.0,M,U,57225.0
0,11.0,1,9,0,3,19.0,19.0,12.56,11.67,26,116,12,22,46,5,3,24,A,0,46.0,F,H,49173.0
0,11.0,3,11,1,8,20.0,12.67,9.0,8.0,16,111,8,16,38,4,9,18,S,1,74.0,M,U,49173.0
0,11.0,1,21,1,6,10.0,15.0,9.05,15.0,18,91,12,29,97,5,17,31,A,1,76.0,F,U,49173.0
1,11.0,3,7,2,4,12.0,12.67,11.29,13.5,17,56,13,34,48,6,16,19,S,1,46.0,U,U,44284.5
1,11.0,2,10,2,10,25.0,25.0,17.5,11.0,17,123,14,33,74,6,15,30,A,1,51.0,M,H,58868.0
1,11.0,4,22,2,12,20.0,18.0,13.32,18.5,21,111,13,33,78,6,16,29,A,1,79.0,F,H,58868.0
1,11.0,3,6,1,2,5.0,8.33,9.17,10.0,16,56,12,22,42,5,7,10,E,0,60.0,M,U,44284.5
1,11.0,4,7,1,2,10.0,10.25,8.0,10.0,17,51,13,32,39,6,15,16,S,1,74.0,M,H,48514.0
0,11.0,2,2,1,1,35.0,27.5,10.0,20.0,20,33,13,31,29,6,14,12,A,0,60.0,F,H,48514.0
1,11.0,1,5,0,1,15.0,15.0,8.2,11.67,25,68,10,29,46,5,5,17,A,0,60.0,M,U,44284.5
0,11.0,3,4,3,3,8.0,9.33,8.5,9.33,16,33,12,21,20,5,9,8,A,0,49.0,F,U,44284.5
1,11.0,3,18,1,8,10.0,10.0,8.78,10.0,25,123,11,33,66,6,17,28,A,1,39.0,F,H,44284.5
1,11.0,4,19,1,12,12.0,11.0,8.58,10.0,18,130,14,32,73,6,15,32,S,1,80.0,M,U,44284.5
1,11.0,3,9,1,6,27.0,24.0,15.22,11.0,19,105,13,34,64,6,17,26,A,1,81.0,M,U,77218.0
1,11.0,2,3,1,2,20.0,20.0,20.0,20.0,22,51,12,27,36,6,12,15,A,0,34.0,M,H,77218.0
1,11.0,3,6,0,1,20.0,14.0,10.5,11.67,18,43,14,35,39,6,6,16,A,0,60.0,F,U,44284.5
1,11.0,1,8,0,1,15.0,15.0,9.63,11.67,26,64,11,32,52,5,5,19,A,0,44.0,M,U,77218.0
1,11.0,3,31,5,18,3.0,3.63,3.52,3.6,21,128,10,32,75,5,16,31,S,1,83.0,F,U,44931.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,16,16,10,29,13,5,3,5,F,0,74.0,M,H,44931.0
1,11.0,3,24,5,12,5.0,10.63,8.92,10.8,18,109,12,29,83,7,18,31,A,1,70.0,F,H,44931.0
0,11.0,3,5,1,1,20.0,18.33,16.0,20.0,23,52,12,32,42,6,15,18,A,0,54.0,M,U,45417.0
1,11.0,3,8,2,4,15.0,12.33,9.25,12.5,18,53,12,36,42,5,12,14,A,0,63.0,F,H,44821.0
1,11.0,4,18,3,8,10.0,11.0,9.72,10.67,15,89,15,35,70,6,15,24,A,1,64.0,M,U,39750.0
1,11.0,5,19,4,13,10.0,10.52,8.47,10.65,22,125,12,32,71,6,17,33,S,1,50.0,F,U,42993.0
1,11.0,3,26,1,9,8.0,10.0,8.08,10.0,18,123,12,29,105,5,12,28,A,1,46.0,M,U,44284.5
1,11.0,6,15,5,9,11.0,12.0,13.0,11.8,23,78,12,34,57,6,17,24,A,1,73.0,F,H,37197.0
1,11.0,3,10,2,5,15.0,13.67,9.1,13.0,18,113,13,31,62,6,15,27,A,0,63.0,F,U,44284.5
1,11.0,2,5,2,4,15.0,15.0,11.8,15.0,24,75,10,28,50,4,12,18,A,0,36.0,F,H,43854.0
0,11.0,4,9,3,14,10.0,14.0,13.0,13.67,18,126,14,34,79,6,17,32,S,1,60.0,F,U,44284.5
0,11.0,3,12,3,7,12.0,10.67,10.58,10.67,18,69,12,32,59,5,14,21,A,1,85.0,F,U,52802.0
1,11.0,7,21,3,11,5.0,5.0,4.48,5.0,17,105,8,27,60,4,12,24,S,1,60.0,F,U,44284.5
0,11.0,4,7,2,3,15.0,11.5,10.14,12.5,24,41,11,29,32,6,15,14,S,1,60.0,U,U,45250.0
1,11.0,2,12,0,8,21.0,21.0,13.5,11.67,20,123,13,34,73,6,6,31,A,1,47.0,M,H,43261.0
0,11.0,5,7,4,5,20.0,13.2,10.57,13.25,16,41,13,33,35,6,15,14,A,0,45.0,M,U,44284.5
1,11.0,4,7,2,3,25.0,18.75,17.14,20.0,16,53,15,32,42,6,14,17,A,0,57.0,M,H,42270.0
0,11.0,2,7,1,4,20.0,18.0,11.57,20.0,16,75,14,35,55,6,16,21,S,1,43.0,M,H,42270.0
1,11.0,2,16,1,8,25.0,24.0,10.19,11.0,16,127,14,34,77,5,14,31,A,1,62.0,M,H,48399.0
0,11.0,2,8,2,7,15.0,13.0,10.0,13.0,20,107,13,30,57,5,12,25,A,1,36.0,F,U,44284.5
1,11.0,1,3,0,1,15.0,15.0,10.0,11.67,18,44,11,26,29,4,4,11,A,0,38.0,F,U,55250.0
1,11.0,3,16,2,8,10.0,12.0,10.06,10.5,23,57,13,34,50,6,17,21,S,1,26.0,M,U,44284.5
0,11.0,5,13,4,9,12.0,10.6,8.15,10.75,17,85,13,29,63,6,15,23,S,1,60.0,F,U,44284.5
0,11.0,2,2,1,1,15.0,12.5,12.5,10.0,18,23,12,20,17,6,10,8,N,0,57.0,F,H,34656.0
0,11.0,1,6,0,4,15.0,15.0,9.17,11.67,18,105,10,24,50,4,4,20,A,1,60.0,M,U,33920.0
1,11.0,1,8,0,6,30.0,30.0,18.13,11.67,18,113,13,32,69,6,6,29,A,1,81.0,M,H,34159.0
1,11.0,6,7,4,4,12.0,10.67,9.86,11.0,16,30,14,28,27,6,12,10,A,1,60.0,F,U,50640.0
1,11.0,3,7,2,4,25.0,20.67,16.0,21.0,17,61,13,32,47,6,16,20,A,0,40.0,M,H,37726.0
0,11.0,2,9,2,7,3.0,15.0,11.44,15.0,18,122,12,20,56,5,9,24,A,0,60.0,F,U,42695.0
1,11.0,3,12,2,6,10.0,10.33,8.08,10.5,16,102,12,21,39,5,9,14,A,1,60.0,F,U,44284.5
1,11.0,4,9,4,5,14.0,13.0,10.0,11.0,18,73,12,37,95,7,18,34,A,1,75.0,F,H,40411.0
